,Amount,Frequency,Recency
2490,945.58,214,34
2491,3329.7200000000003,297,40
2492,133.25,6,283
2493,1072.3600000000001,53,8
2494,346.75,20,142
2495,330.88,35,11
2496,1118.81,118,145
2497,150.3,7,233
2499,598.73,128,23
2500,507.08,91,11
2501,2181.21,72,35
2502,203.1,41,364
2503,212.3,12,200
2504,415.25,32,14
2505,5178.96,302,16
2506,-134.8,4,48
2507,62.0,6,197
2508,1108.38,73,65
2509,294.12,14,211
2510,162.3,10,282
2511,1339.45,26,114
2512,1121.21,81,14
2513,4788.77,176,18
2514,449.12,8,65
2515,154.88,9,48
2516,784.46,88,15
2517,34.8,3,77
2518,1071.24,65,8
2519,182.96,29,133
2520,974.04,93,12
2521,149.31,21,39
2523,2451.23,295,2
2524,2628.93,412,39
2525,79.2,1,304
2526,455.67,29,50
2527,2318.88,149,0
2528,532.96,192,60
2529,714.42,45,65
2530,205.25,9,24
2531,253.04,7,217
2532,583.75,37,64
2533,1048.67,63,31
2534,3245.47,188,80
2535,315.06,11,63
2536,581.8299999999999,28,115
2538,635.6800000000001,10,5
2539,270.8,25,68
2540,104.9,7,244
2541,241.62,18,132
2542,1021.61,22,240
2543,475.28000000000003,29,183
2544,333.56,21,24
2545,2593.94,44,9
2546,246.3,14,10
2547,2303.75,87,29
2548,4834.2,280,43
2549,948.05,206,25
2550,351.3,25,357
2551,220.85,35,9
2552,1604.44,76,43
2553,948.96,13,8
2554,610.01,42,149
2555,2666.61,135,0
2556,2207.4,8,112
2557,884.14,98,75
2558,699.08,119,106
2559,1042.19,69,45
2560,-451.42,3,142
2561,415.82000000000005,8,50
2562,3848.55,274,0
2563,5452.17,307,22
2564,784.58,31,45
2565,903.9,48,49
2566,3724.77,210,305
2567,399.21,43,35
2568,1145.43,112,78
2569,2171.32,139,16
2570,1801.14,41,106
2571,1303.9099999999999,40,207
2572,1842.73,74,2
2573,2100.6,49,63
2574,1905.45,123,48
2575,206.98,17,319
2576,570.96,62,43
2577,885.47,33,2
2578,-840.76,17,336
2579,532.94,20,171
2580,1649.3600000000001,69,50
2581,1641.48,134,72
2582,636.14,51,98
2583,547.7,41,28
2584,747.76,69,57
2585,836.79,54,253
2586,2084.9,276,69
2587,954.09,50,43
2588,117.47,12,44
2589,391.98,24,64
2591,1020.74,65,24
2592,345.66,28,58
2593,1209.1,50,63
2594,118.95000000000002,8,303
2595,130.73999999999998,11,45
2596,3650.87,140,17
2597,389.27,22,37
2598,238.85,97,18
2599,160.71,22,186
2600,110.8,30,51
2601,2974.65,140,3
2602,712.24,80,136
2604,297.0,14,18
2605,1438.85,191,15
2606,977.21,142,40
2607,3000.36,547,11
2608,832.88,147,7
2609,68.84,18,25
2610,1769.7800000000002,24,21
2611,895.13,40,40
2612,230.53,45,100
2613,3797.79,463,4
2614,149.64,15,276
2615,354.09000000000003,76,32
2616,360.93,128,14
2617,4330.67,137,62
2618,440.78,131,1
2619,313.28000000000003,106,368
2620,438.24,32,311
2621,495.36,24,198
2622,396.48,49,1
2623,379.35,18,92
2624,181.09,12,59
2625,141.27,14,79
2626,446.87,93,156
2627,524.52,62,226
2628,263.55,41,252
2629,179.17,11,149
2630,222.05,24,193
2631,1384.68,87,0
2632,56.25,4,368
2633,351.11,51,23
2634,363.88,116,16
2635,5126.34,75,9
2636,164.68,30,7
2637,1521.79,151,19
2638,967.45,249,3
2639,191.94,7,173
2640,1232.18,267,0
2641,264.62,19,177
2642,1491.24,160,15
2643,123.1,12,247
2644,334.23,40,190
2645,639.89,143,19
2646,167.5,60,153
2647,336.03000000000003,25,172
2648,363.6,12,371
2649,127.08,21,372
2650,207.15,12,193
2651,426.63,21,66
2652,2461.85,119,3
2653,1107.46,74,20
2654,416.86,12,238
2655,145.35,7,63
2656,404.58,18,111
2657,6102.26,77,89
2658,31.799999999999997,2,310
2659,337.44,14,133
2660,325.1,6,276
2661,181.0,2,364
2662,1708.24,29,82
2663,955.24,60,7
2664,364.72,19,16
2665,1705.26,103,1
2666,669.57,43,0
2667,806.57,91,33
2668,1634.53,103,14
2669,4389.81,185,23
2670,428.89,42,31
2671,104.35,7,73
2672,470.76,28,19
2673,845.64,122,16
2674,418.83,84,22
2675,582.9,21,2
2676,314.1,11,303
2677,4199.85,35,17
2678,99.77000000000002,6,235
2679,3429.55,177,38
2680,371.01,24,83
2681,430.94,98,164
2682,1054.73,65,16
2683,1098.78,49,76
2684,2398.86,43,88
2685,3408.48,97,24
2686,1475.02,113,21
2687,2816.97,275,2
2688,1037.42,38,122
2689,168.12,14,29
2690,1451.28,140,11
2691,158.03,27,18
2692,792.11,52,43
2693,41.989999999999995,3,3
2694,2756.82,560,8
2695,427.07,35,54
2696,1044.78,131,87
2697,3084.17,509,36
2698,12393.7,9,2
2699,2735.37,103,29
2700,615.39,218,11
2701,101.4,8,210
2702,1701.94,385,47
2703,478.78,33,23
2704,992.71,90,21
2705,407.5,86,245
2706,3362.71,212,7
2707,1415.29,94,34
2709,653.13,148,35
2710,690.54,184,3
2711,1483.31,237,2
2712,211.88,32,46
2713,408.90000000000003,28,38
2714,3450.2400000000002,165,1
2715,851.01,46,16
2716,628.28,76,259
2717,719.81,101,45
2718,251.24,64,11
2719,439.65999999999997,28,29
2720,236.09,32,42
2721,852.12,17,91
2723,331.24,29,309
2724,548.94,100,91
2726,437.7,22,195
2727,758.92,55,86
2728,855.02,39,269
2729,454.33000000000004,28,7
2730,1313.55,65,64
2731,3166.4,6,30
2732,1147.37,75,21
2733,773.99,39,37
2734,1340.7,83,119
2735,243.69000000000003,9,85
2736,1111.79,312,39
2737,137.9,10,173
2738,362.06,34,53
2739,1511.95,84,32
2740,783.9,70,144
2741,134.8,8,220
2742,664.85,68,44
2743,2140.2200000000003,134,3
2744,1459.8600000000001,180,65
2745,-29.95,1,268
2746,1153.62,64,9
2747,335.32,23,259
2748,372.09,74,364
2749,1521.87,102,16
2750,852.15,33,21
2751,326.24,21,44
2752,584.3199999999999,23,287
2753,94.35,2,291
2754,2173.53,131,2
2755,79.2,1,283
2756,1352.0,21,16
2757,176.6,11,81
2758,2806.9,227,55
2759,1317.62,31,100
2760,436.18,38,298
2761,981.51,167,22
2762,1119.31,40,58
2763,315.06,18,154
2764,779.36,53,98
2765,17.0,1,106
2766,1041.83,67,11
2767,320.62,12,263
2768,185.04999999999998,10,239
2769,2005.63,67,87
2770,731.9,39,49
2771,1245.96,83,8
2772,1842.14,57,41
2773,1429.64,48,6
2774,302.36,29,61
2775,336.96,13,248
2776,108.38,6,65
2777,3204.1600000000003,31,17
2778,816.1,49,84
2779,611.88,18,218
2780,1337.48,354,44
2781,195.73999999999998,16,142
2782,161.38,30,182
2783,135.75000000000003,8,170
2784,1667.97,284,9
2785,592.88,35,205
2786,232.21,30,189
2787,423.36,16,7
2788,1294.14,32,58
2789,867.11,212,56
2790,684.4200000000001,38,72
2791,307.78,16,51
2792,187.15,16,315
2793,289.35,13,366
2794,6287.77,117,28
2795,656.25,40,38
2796,1880.22,89,17
2797,3506.54,78,51
2799,603.69,38,21
2800,517.55,21,262
2801,709.38,37,59
2802,-7.95,1,367
2803,635.41,31,18
2804,703.77,37,52
2805,620.4,30,87
2806,535.34,37,249
2807,2419.84,118,2
2808,175.2,1,246
2809,3741.98,237,8
2810,734.13,29,156
2811,375.0,22,133
2812,76.32000000000001,1,295
2813,280.52,18,4
2814,1906.07,136,38
2815,1829.04,29,268
2816,1824.23,89,49
2817,3024.62,139,8
2818,644.24,19,15
2819,348.2,14,281
2820,1009.4499999999999,22,63
2821,5352.97,502,1
2822,37.4,2,251
2823,441.59999999999997,7,224
2824,802.53,35,16
2825,3770.6,99,10
2826,1822.97,85,7
2827,1880.4199999999998,127,50
2828,73.2,3,58
2829,1140.21,69,94
2830,1406.57,87,15
2831,1009.5500000000001,23,125
2832,1037.59,58,93
2833,331.95,15,49
2834,197.9,8,137
2835,215.83,11,60
2836,10217.48,176,99
2837,305.54,11,72
2838,6617.65,28,71
2839,338.71000000000004,15,66
2840,1155.54,46,63
2841,529.41,31,16
2842,3991.94,219,22
2843,6841.24,297,31
2844,981.86,67,44
2845,215.48,11,15
2846,215.08,6,39
2847,4913.32,151,2
2848,314.45,19,236
2849,400.68100000000004,15,74
2850,1080.6200000000001,179,3
2851,1821.52,115,2
2852,365.27,18,360
2853,589.15,36,58
2854,405.71,57,22
2855,761.38,98,30
2856,537.0600000000001,63,54
2857,394.38,19,24
2858,664.26,66,44
2859,2262.62,46,88
2861,542.77,24,80
2862,681.19,43,18
2863,159.0,6,78
2864,1062.75,44,170
2865,242.35,14,80
2866,914.9300000000001,37,266
2867,259.39000000000004,19,234
2868,3054.87,90,29
2869,864.86,97,36
2870,846.72,137,317
2871,1295.3,96,56
2872,1096.32,134,44
2873,255.12,8,202
2874,308.32000000000005,7,218
2875,1010.6,47,86
2876,542.03,35,189
2877,983.23,38,32
2878,422.13,25,70
2879,858.41,48,40
2880,432.2,20,77
2881,372.9,21,56
2882,3693.81,142,7
2883,2607.87,662,9
2884,3598.26,295,7
2885,409.1,51,33
2886,1522.75,91,211
2887,1352.3600000000001,93,23
2888,114.56,16,169
2889,152.94,7,61
2890,1800.07,69,52
2891,389.44,24,260
2892,-295.09,21,365
2893,3665.62,124,31
2894,2609.3,274,16
2895,732.63,14,257
2896,46.95,2,176
2897,5203.51,135,44
2898,1035.45,18,50
2899,746.83,124,16
2900,-31.65,3,360
2901,5423.15,260,8
2902,861.89,61,73
2903,667.65,45,70
2904,1141.24,54,352
2905,1423.29,134,2
2906,411.7,25,116
2907,357.95,67,372
2908,559.87,33,196
2909,810.6000000000001,6,176
2910,537.83,25,22
2911,1496.68,109,20
2912,2062.06,17,71
2913,168.3,11,339
2914,1531.51,168,5
2915,823.97,109,30
2916,142.5,8,169
2917,280.9,19,116
2918,2236.7400000000002,120,8
2919,1328.55,79,9
2920,275.4,23,212
2921,598.2,27,22
2922,212.82,12,107
2923,5305.83,167,25
2924,361.21999999999997,22,138
2925,602.27,44,213
2926,2560.0,4,37
2927,686.67,44,91
2928,616.26,37,17
2929,274.15000000000003,16,2
2930,226.37,14,330
2931,2755.56,156,63
2932,1341.65,69,119
2933,328.15,19,34
2934,404.40000000000003,3,217
2935,1038.46,56,171
2936,230.70000000000002,16,71
2937,326.75,37,0
2938,207.50000000000003,1,195
2939,428.68,118,127
2940,510.54,20,43
2941,3085.96,320,5
2942,3844.22,319,13
2943,242.21,41,17
2944,1583.2,154,27
2946,151.05,10,36
2947,214.79999999999998,11,156
2948,109.95,20,283
2949,549.07,153,106
2950,1959.38,84,24
2951,322.41,15,74
2952,370.47999999999996,47,15
2953,101.10000000000001,2,157
2954,575.41,38,43
2955,887.65,92,10
2956,1469.45,235,31
2957,53.5,9,290
2958,1100.47,60,20
2959,153.9,8,332
2960,494.44,28,17
2961,6675.71,94,3
2962,395.8,39,62
2963,210.32000000000002,32,197
2964,658.88,34,32
2965,2024.95,110,0
2966,1460.3700000000001,70,6
2967,3411.69,671,4
2968,896.66,106,9
2969,652.07,90,31
2970,109.36000000000001,5,52
2971,707.04,53,11
2972,1540.42,51,17
2973,327.3,18,18
2974,804.49,130,36
2975,497.43,76,1
2976,1553.66,118,17
2977,1320.56,228,81
2978,367.93,97,32
2979,473.03000000000003,111,65
2980,977.52,128,8
2981,676.2,5,266
2982,362.95,23,246
2983,2131.9,109,3
2984,1780.59,32,60
2985,668.36,102,74
2986,584.5,33,89
2987,555.89,59,59
2988,317.2,88,28
2989,94.36,4,322
2990,1362.27,35,52
2991,221.19,45,269
2992,2941.05,358,1
2993,1412.06,100,49
2994,1486.9,210,60
2995,1631.15,86,144
2996,408.57,73,18
2997,303.93,29,94
2998,4061.24,198,0
2999,299.6,60,264
3000,161.04999999999998,15,301
3001,443.05,23,69
3002,167.25,5,301
3003,163.07,63,18
3004,2126.93,172,12
3005,2028.88,232,35
3006,214.65,45,18
3007,151.83,35,53
3008,262.2,31,56
3009,126.25,7,21
3010,210.35,54,43
3011,1026.99,73,26
3012,675.27,102,44
3013,959.48,52,112
3015,346.12,18,24
3016,82.56,6,190
3017,302.7,21,301
3018,1908.25,372,1
3019,241.06,9,262
3020,-2.95,1,80
3021,284.55,2,105
3022,300.85,6,56
3023,642.81,83,212
3024,287.4,8,63
3025,184.26,17,27
3026,1522.25,109,28
3027,798.35,132,5
3028,3640.67,282,7
3029,381.2,24,66
3030,616.79,174,1
3031,638.77,86,45
3032,230.51,63,33
3033,2.8999999999941792,4,0
3034,259.01,36,135
3035,188.89000000000001,20,197
3036,674.69,43,190
3037,311.92,11,149
3038,266.97,14,87
3039,-8.15,3,44
3040,1841.18,99,63
3041,2158.37,111,98
3042,208.36,9,217
3043,3482.7400000000002,202,2
3044,814.72,135,27
3045,151.42,33,177
3046,102.0,4,63
3047,1383.7,85,20
3048,1314.68,236,19
3049,1603.46,148,33
3050,74.9,2,73
3051,650.43,182,23
3052,757.44,171,51
3053,223.95000000000002,13,274
3054,314.86,19,164
3055,1811.47,368,6
3056,544.3,28,87
3057,2494.46,146,63
3058,331.0,17,24
3059,300.83,35,9
3060,769.29,53,75
3061,220.62,18,15
3062,139.35,19,191
3063,379.4,26,173
3064,363.65,42,76
3065,492.2,31,32
3066,731.5,39,46
3067,1329.66,62,72
3068,826.53,50,296
3069,684.41,97,2
3070,1562.22,97,8
3071,2965.69,136,49
3072,86.12,16,160
3073,319.1,22,359
3074,400.86,11,4
3075,1421.43,86,106
3076,484.38,86,24
3077,777.6,4,31
3078,90.30000000000001,3,19
3079,363.7,13,296
3080,248.1,13,371
3081,950.26,169,21
3082,874.59,35,4
3083,1627.13,113,51
3084,101.69999999999999,6,29
3085,162.7,17,276
3086,480.92,42,60
3087,215.07999999999998,13,24
3088,1036.6200000000001,157,185
3089,9295.67,298,1
3090,11895.57,200,1
3091,290.36,15,171
3092,228.06,14,80
3093,244.41,17,3
3094,455.25,30,189
3095,1244.59,77,21
3096,6748.8,4,17
3097,1026.94,181,18
3098,593.75,31,4
3099,539.02,56,106
3100,1388.81,45,2
3101,119.62,5,53
3102,339.3,3,164
3103,-95.93,31,290
3105,2266.25,261,108
3106,922.12,32,95
3107,379.73,17,242
3108,5664.57,86,162
3109,641.55,74,2
3110,285.89,17,34
3111,3313.79,207,66
3112,281.85,11,23
3113,8257.04,474,0
3114,816.51,58,20
3115,511.12,31,5
3116,1077.74,19,53
3117,173.7,3,363
3118,614.01,19,14
3119,865.6,35,193
3120,124.2,5,2
3121,3622.95,133,8
3122,1285.22,106,2
3123,999.7,58,126
3124,648.41,46,73
3125,451.44,28,70
3126,-30.599999999999998,1,364
3127,70.44,11,154
3128,313.62,6,112
3129,233.45,14,373
3130,908.03,31,79
3131,463.95,8,248
3132,225.15,13,231
3133,459.24,33,70
3134,213.5,10,68
3135,4073.28,222,3
3136,330.03,27,50
3137,181.09,53,74
3138,360.16,85,60
3139,250.15,12,15
3140,90.04,7,3
3141,140.7,11,276
3142,813.52,62,3
3143,244.79999999999998,31,40
3144,494.72999999999996,32,30
3145,482.47,34,74
3146,3038.67,174,17
3147,5450.96,280,14
3148,75.66,6,218
3149,120.99000000000001,11,185
3150,1187.66,66,32
3151,618.59,30,69
3152,506.19,26,182
3153,500.42,33,14
3154,151.85,5,235
3155,2630.64,97,30
3156,204.41,16,253
3157,178.96,9,3
3158,813.48,29,51
3159,129.45,5,245
3160,810.5699999999999,48,80
3161,333.08,23,274
3162,4379.65,184,0
3163,322.8,20,78
3164,2183.04,119,29
3165,417.73,64,73
3166,2878.15,153,16
3167,217.9,9,222
3168,1124.59,72,31
3169,1676.47,95,22
3170,1169.38,52,24
3171,231.10000000000002,12,105
3172,679.83,35,4
3173,487.51,27,245
3174,833.78,62,177
3175,214.06,14,169
3176,270.85999999999996,21,38
3177,518.42,24,71
3178,6654.26,123,53
3179,1166.92,76,15
3180,594.97,31,140
3181,3794.52,261,17
3182,8568.24,80,21
3183,933.62,208,9
3184,123.24,8,367
3185,39.12,2,188
3186,810.4499999999999,17,15
3187,135.39999999999998,9,361
3188,118.98,32,18
3189,570.13,53,67
3190,306.71999999999997,20,14
3191,1370.8700000000001,161,23
3192,4022.46,262,16
3193,1692.27,6,27
3194,8093.59,117,1
3195,319.61,98,54
3196,1558.72,92,33
3197,3013.83,170,2
3198,129.75,3,365
3199,183.7,10,42
3200,1770.34,44,72
3201,1028.0,30,4
3203,324.24,62,60
3204,3043.48,588,46
3205,1260.86,62,0
3206,303.26,16,75
3207,208.63,13,43
3208,1276.0,3,255
3209,482.01,60,68
3210,657.9000000000001,10,134
3211,112.75,21,240
3212,1998.0,5,226
3213,5040.0,312,8
3214,5150.2699999999995,154,8
3216,531.35,123,36
3217,656.63,27,45
3218,3029.87,79,84
3219,2483.04,402,18
3220,1651.03,22,2
3221,3645.43,447,8
3222,6840.2300000000005,632,18
3223,911.53,94,218
3224,301.71999999999997,19,77
3225,319.8000000000001,3,266
3226,3278.36,236,8
3227,623.75,45,368
3228,1773.92,203,14
3229,155.24,27,25
3230,292.47,37,261
3231,4711.21,228,16
3232,589.15,43,90
3233,775.07,152,301
3234,1382.02,185,25
3235,272.82,46,363
3236,1054.67,269,45
3237,7076.28,668,35
3238,702.79,84,51
3239,603.75,28,31
3240,650.51,53,51
3241,2269.21,128,78
3242,417.59999999999997,1,52
3243,3.75,1,297
3244,312.55,16,171
3245,0.0,4,46
3246,2191.84,193,28
3247,1304.76,242,10
3248,7170.7,358,86
3249,6694.31,452,4
3250,826.96,45,24
3251,1515.9,69,17
3252,623.93,95,44
3253,1764.72,25,30
3254,207.5,9,372
3255,223.92000000000002,34,57
3256,2002.4,2,371
3257,1484.63,176,113
3258,239.4,13,214
3259,106.83000000000001,7,318
3260,369.34000000000003,22,64
3261,772.84,43,7
3262,316.62,13,96
3263,1501.38,89,19
3264,594.9,24,184
3265,2758.25,718,3
3266,34.0,1,293
3267,1145.6,34,272
3268,5580.6,222,30
3269,458.04,58,47
3270,380.39,40,259
3271,744.9,146,57
3272,2246.81,255,32
3273,171.59,26,56
3274,654.92,49,67
3275,1695.66,158,9
3276,388.28,76,59
3277,226.35,50,79
3278,245.94,16,73
3279,10454.05,344,1
3280,425.19,60,99
3281,294.65,19,364
3282,2242.25,197,9
3283,107.6,3,19
3284,597.48,155,122
3285,80.8,5,7
3286,1520.1200000000001,95,3
3287,1706.28,322,28
3288,110.38000000000001,12,281
3289,243.84,16,56
3290,1201.51,287,0
3291,414.88,66,364
3292,305.62,18,88
3293,1201.49,164,10
3294,867.83,121,162
3295,332.3,24,64
3296,536.99,60,22
3297,460.59,98,173
3298,801.49,103,102
3299,1121.59,67,142
3300,288.42,23,98
3301,912.74,150,22
3302,275.64,16,191
3303,547.07,28,4
3304,479.35,15,360
3305,1692.98,449,7
3306,6500.6,325,13
3307,417.06,28,102
3308,1446.95,95,2
3309,3317.97,191,10
3310,497.61,26,95
3311,358.38,38,226
3312,460.64,26,15
3313,775.1800000000001,28,38
3314,341.7,22,50
3315,128.5,8,92
3316,197.22,11,156
3317,325.91,23,38
3318,199.15,12,183
3319,1106.53,47,0
3320,413.46,24,227
3321,180.85,10,127
3322,251.87,11,39
3323,3167.73,166,30
3324,582.9,26,196
3326,1774.62,117,36
3327,1260.44,64,63
3328,10183.82,379,42
3329,214.32,11,49
3330,193.44,12,42
3331,281.42,14,52
3332,124.57,8,186
3333,332.41,19,333
3334,342.45,20,3
3335,144.91000000000003,9,9
3336,328.4,19,23
3337,35.400000000000006,2,14
3338,345.89000000000004,13,365
3339,473.14,72,105
3340,151.65,8,59
3341,481.35,28,28
3342,207.73999999999998,11,140
3343,805.62,129,22
3344,2761.4900000000002,139,21
3345,680.02,7,76
3346,7066.31,289,4
3347,2023.47,123,63
3348,853.72,159,11
3349,0.0,6,24
3350,1519.08,178,30
3351,432.0,1,66
3352,705.12,39,66
3353,276.73,38,186
3354,429.84000000000003,26,37
3355,471.51,101,14
3356,194.88,37,34
3357,1578.67,135,194
3358,809.7,203,1
3359,496.84000000000003,101,0
3360,145.93,45,366
3361,219.14,69,64
3362,213.03,44,298
3363,444.46,163,25
3364,1281.56,125,7
3365,187.6900000000001,82,11
3366,1706.88,44,115
3367,373.24,60,28
3368,3754.27,710,3
3369,3085.48,209,4
3370,579.77,93,81
3371,981.65,151,28
3372,364.14,19,63
3373,1510.06,547,3
3374,2528.67,105,22
3375,113.44,8,289
3376,208.46,38,35
3377,621.6800000000001,57,8
3378,576.26,143,23
3379,391.52,9,276
3380,1043.34,130,49
3381,2596.45,327,155
3382,169.79,60,60
3383,6666.83,696,11
3384,739.5,89,20
3385,230.25,14,370
3386,543.05,6,115
3387,2781.5,213,79
3388,1295.39,77,3
3389,380.55,54,25
3391,161.94,53,52
3392,530.08,49,0
3393,950.9300000000001,62,54
3394,262.68,57,25
3395,1903.13,242,8
3396,3049.88,305,51
3397,1894.11,283,12
3398,816.73,33,211
3399,4345.5,249,21
3400,406.48,21,235
3401,435.02,19,138
3402,1161.27,61,3
3403,1178.56,42,56
3404,1262.75,87,122
3405,167.61,16,108
3406,20.8,1,29
3407,2085.08,54,0
3408,493.67,26,184
3409,292.34,18,8
3410,416.64,16,238
3411,117.35000000000001,7,86
3412,507.05,101,38
3413,234.17,14,115
3414,110.55000000000001,7,186
3415,201.19,26,226
3416,2148.47,31,7
3417,319.02,21,188
3418,439.43,31,3
3419,650.41,42,38
3420,232.20999999999998,42,2
3421,251.51999999999998,2,266
3422,344.33,39,77
3423,1809.05,91,3
3424,1078.96,87,254
3425,384.06,22,60
3426,1920.2,149,12
3427,4392.42,418,77
3428,5461.62,121,16
3429,1873.2,3,29
3430,1625.05,129,2
3431,126.12,7,4
3432,1133.25,12,6
3433,179.0,1,218
3434,1601.8600000000001,95,10
3435,-1.25,1,371
3436,1427.46,41,29
3437,702.0,12,287
3438,287.02000000000004,6,149
3439,484.82,23,22
3440,3989.57,169,0
3441,1487.78,50,72
3442,1412.94,44,45
3443,781.78,44,4
3444,877.4300000000001,53,50
3445,185.46,12,16
3446,270.9,15,29
3447,565.58,75,7
3448,1842.56,217,28
3449,8574.11,268,2
3450,920.1,16,40
3451,1272.61,234,10
3452,71.0,7,30
3453,95.85,3,44
3454,357.77,9,60
3455,154.82999999999998,4,184
3456,848.59,155,78
3457,716.0,2,110
3458,146.87,11,63
3459,380.35,22,11
3460,1030.14,28,85
3461,734.5699999999999,32,15
3462,388.33,32,245
3463,1253.22,77,77
3464,112.4,22,29
3465,449.73,15,137
3466,1065.77,71,26
3467,1044.3799999999999,98,2
3468,1735.18,102,31
3469,897.4300000000001,10,8
3470,339.44,22,112
3471,642.02,22,156
3472,1100.9,65,84
3473,864.32,48,114
3474,5594.78,322,2
3475,3228.84,316,95
3476,247.14000000000001,43,193
3477,413.75,92,27
3478,496.38,14,128
3479,1353.83,84,27
3480,1179.89,62,81
3481,3095.04,516,29
3482,234.24,5,265
3483,5116.13,101,73
3484,534.47,71,313
3485,1421.59,82,8
3486,859.35,62,58
3487,-112.35,1,142
3488,4531.34,297,11
3489,2655.2200000000003,154,27
3490,312.14,64,113
3491,2385.48,148,8
3492,1446.09,174,17
3493,813.77,80,17
3494,841.0799999999999,25,35
3495,378.2,28,35
3496,118.80000000000001,2,77
3497,285.5,9,21
3498,290.16,64,24
3499,2003.85,81,32
3500,1405.78,52,108
3501,2949.75,162,34
3502,1555.05,189,122
3503,2050.08,96,6
3504,1991.01,115,27
3505,2041.8500000000001,64,3
3506,3802.81,198,2
3507,1777.78,125,49
3508,270.20000000000005,15,317
3509,1088.2,77,21
3510,992.6800000000001,52,8
3511,937.92,213,1
3512,971.74,65,17
3513,1621.73,42,9
3514,25.5,1,261
3515,665.78,90,158
3516,10380.43,421,32
3517,869.6800000000001,121,28
3518,163.29999999999998,12,164
3519,248.61,30,46
3520,747.22,135,5
3521,806.9000000000001,43,7
3522,116.19999999999999,9,287
3523,157.02,10,317
3524,593.61,38,2
3525,307.46,18,232
3526,138.32,7,118
3527,345.29999999999995,9,161
3528,298.89,32,184
3529,259.35,40,49
3530,991.85,262,151
3531,157.09,14,334
3532,2463.17,134,4
3533,4892.240000000001,27,15
3534,425.0,24,106
3535,1139.73,52,15
3536,380.5,24,275
3537,10585.57,487,15
3538,465.32,20,246
3539,579.0,15,238
3540,984.57,48,0
3541,749.78,35,105
3542,1679.64,85,22
3543,124.88,9,51
3544,1503.5,16,194
3545,213.78,14,23
3546,329.34,23,74
3547,251.70000000000002,20,17
3548,306.55,15,7
3549,1266.97,67,31
3550,1534.73,102,21
3551,3518.03,229,30
3552,1707.21,105,28
3553,293.1,5,21
3554,2466.4,145,32
3555,158.68,10,283
3556,189.49,14,38
3557,816.88,60,49
3558,224.91,16,288
3559,313.26,16,74
3560,3755.65,87,4
3561,59.9,4,217
3562,1430.94,64,43
3563,306.13,15,201
3564,711.79,80,177
3565,780.38,131,55
3566,239.92000000000002,23,56
3567,3286.9100000000003,76,7
3568,144.0,2,46
3569,203.95,10,226
3570,2275.58,89,10
3571,384.40000000000003,61,105
3572,249.74,20,58
3573,2095.13,237,27
3574,1674.46,35,35
3575,262.62,29,273
3576,1013.01,29,29
3577,692.22,96,23
3578,342.63,40,53
3579,3563.85,152,35
3580,1352.91,67,168
3581,384.08,13,53
3582,204.24,7,52
3583,2299.67,213,26
3584,226.85,4,252
3585,2741.08,164,39
3586,984.12,104,59
3587,113.5,9,233
3588,1960.72,274,3
3589,114.23,25,31
3590,3198.25,472,23
3591,335.13,63,6
3592,354.15,28,64
3593,426.79,49,309
3594,393.49,21,308
3595,939.32,47,18
3596,1906.09,208,15
3597,318.76,47,95
3598,3466.67,73,263
3599,3127.82,546,11
3600,421.52,36,2
3601,190.88,25,34
3602,149.89000000000001,14,182
3603,550.06,29,24
3604,916.13,105,12
3605,314.69,19,10
3606,3744.65,566,2
3607,379.95,16,312
3608,1135.04,40,107
3609,8628.55,407,0
3610,954.9,31,52
3611,171.45,9,204
3612,282.19,55,14
3613,318.65,69,119
3614,384.52,57,3
3615,283.28000000000003,39,362
3616,353.86,87,116
3617,178.26,18,17
3618,272.44,112,4
3619,298.41,78,40
3620,240.0,16,106
3621,603.37,124,147
3622,1253.3600000000001,12,51
3623,63.440000000000005,23,207
3624,562.9,127,138
3625,310.64,80,1
3626,317.62,38,126
3627,763.64,6,107
3628,2144.53,116,41
3629,111.97999999999999,27,34
3630,1065.3500000000001,69,227
3631,246.04,15,240
3632,187.82999999999998,9,57
3633,1703.41,94,129
3634,1641.68,294,59
3635,153.92,45,21
3636,1064.11,124,25
3637,1419.73,142,8
3638,936.16,112,31
3639,525.24,102,3
3640,550.8000000000001,1,307
3641,1875.1100000000001,135,7
3642,556.95,69,28
3643,131.78,51,16
3644,498.42,30,100
3645,669.11,57,11
3646,197.63,66,20
3647,1119.93,81,14
3648,250.04,53,360
3649,8600.73,69,10
3650,-152.64000000000001,1,364
3651,82.75,12,94
3652,1384.85,55,77
3653,644.3,14,138
3654,2288.13,28,17
3655,2514.76,136,24
3656,6204.46,487,0
3657,2524.02,11,45
3658,1200.6200000000001,73,99
3659,700.86,107,7
3660,908.99,204,14
3661,990.23,50,17
3662,96.8,6,279
3663,523.11,33,13
3664,363.9,6,22
3665,175.2,1,123
3666,494.25,28,85
3667,306.6,12,300
3668,1944.32,548,150
3670,243.36,9,93
3671,11891.18,424,8
3672,781.36,183,156
3673,193.64,17,354
3674,160.57,32,45
3675,537.74,87,14
3676,2611.58,503,3
3677,228.96,1,85
3678,1159.52,215,14
3679,110.75,9,178
3680,1256.19,72,7
3681,587.15,27,35
3682,1740.0,8,128
3683,1393.06,16,50
3684,178.22,19,311
3685,388.14,45,23
3686,365.85,59,302
3687,127.86,15,10
3688,585.79,132,16
3689,488.2,29,48
3690,312.23,35,238
